,0
70,0.9980445355938361
96,0.9957443105986551
99,0.9884948484531948
85,0.9862533411523259
1,0.9805402464781018
59,0.963326230111065
83,0.945288708350524
31,0.9437768487458746
66,0.9344588028285072
10,0.9261348860769957
69,0.9226053322084109
86,0.919398268308501
24,0.9114559152821571
60,0.9094316812423525
94,0.9060623312460783
101,0.9006244554295902
20,0.891392363634904
77,0.8912265520966857
100,0.886021989898413
11,0.8772757138060618
45,0.8514557794266245
53,0.8323653367651768
65,0.8254437881560323
103,0.822042759729914
72,0.8175936862170641
64,0.809262529021024
97,0.7947686955992432
40,0.7903701239875472
32,0.782483979354969
95,0.7782984748509275
78,0.7749807241338965
92,0.7748520332452475
5,0.7686772199989647
17,0.7570390018515301
81,0.741315187926481
2,0.7267868640932319
3,0.7249219153502199
93,0.7246480097280527
54,0.7210476819746223
74,0.7133219582879454
102,0.709163552127703
71,0.7040012912242051
15,0.691497671376486
47,0.6884891860194334
104,0.6880731072451529
23,0.6834708447446994
14,0.6821231890661807
87,0.6814312079002954
51,0.6784402598531513
37,0.6707490315922296
82,0.6700449361920024
44,0.6569215355666755
29,0.6510478538050458
27,0.639535584333846
61,0.6333978757826677
4,0.6317321952028387
39,0.631298583898671
98,0.6273506922982295
34,0.6209417219783617
84,0.6124496209646284
76,0.6116431643599325
25,0.6087103882094009
75,0.6084622792615206
56,0.6073847639661787
91,0.6062027081822124
68,0.5966131352908024
28,0.595268359537087
62,0.5895400149436177
48,0.5882228193743978
67,0.5865132403432094
88,0.5544648821190074
73,0.5501705637366552
79,0.5382100994171541
49,0.53241614317683
16,0.5307945456203818
12,0.5094863395172746
89,0.4985085612990344
90,0.48077179223292965
0,0.4704696534303514
57,0.4699105299627202
8,0.4607163984528768
80,0.4497754774340401
55,0.43125164180340747
50,0.41291746903360405
7,0.3987015044053661
36,0.3823982692428328
43,0.3628065629497985
6,0.3623308874422019
33,0.3470001588862396
9,0.33361165130055725
19,0.29272765104390097
46,0.27940890107455485
38,0.2735454021597713
63,0.2337373281259672
26,0.20824982844507398
58,0.17771055262838897
21,0.13560547691574176
41,0.13214858199995916
22,0.11213501360970415
35,0.09746043927542439
18,0.09393243202403019
30,0.0929313604268365
13,0.03450142761235629
42,0.005168471140793539
52,0.004312154618763365
