,0
34,0.9967572227404529
123,0.9850175670868718
54,0.9816344138896297
88,0.9763393716740864
74,0.973627437847041
50,0.9706083059555797
129,0.9693752143053821
95,0.9675231976146459
56,0.94997952223796
47,0.9485718627194835
30,0.9474554195700009
84,0.9227784890269225
109,0.9221393633584112
55,0.9211186016826226
11,0.9132491378556786
37,0.8967475977349731
49,0.8923027210882613
79,0.8853279047266467
36,0.8848612646189224
60,0.8799433129054142
14,0.8619478240587897
40,0.8565057202948443
124,0.8525287818184353
69,0.8417781290410917
25,0.8288182330027317
117,0.8262092766674675
63,0.8259206936483885
115,0.8181243614197562
9,0.8176375615176051
65,0.8157495411462075
16,0.8037365700627732
67,0.8020362883717507
57,0.8017537432473032
96,0.8006684792366919
8,0.7952151248769306
24,0.7940314200589845
61,0.7886671769345536
62,0.7881259135284271
66,0.7850847016090086
101,0.7796038304624133
6,0.7779769636722668
80,0.7730911392741048
119,0.766461267049565
53,0.7659133968115345
104,0.7655341413645614
128,0.7540740343851754
89,0.7479707432509533
72,0.7412134546868603
87,0.7326093125213169
59,0.7297866974387011
126,0.7261277607518193
93,0.7226106518730558
68,0.7221319403325661
35,0.7216482068145439
20,0.716801213824
78,0.7123809540076949
38,0.7022270394979218
48,0.6994687696968487
75,0.6979604988598266
19,0.688168766612909
33,0.6819933985463638
32,0.6810559921843908
0,0.6799597315351338
125,0.6759739198749908
41,0.6753462661203786
45,0.6739847345474561
92,0.6738130830420633
81,0.6629988224897585
112,0.6573477328117744
18,0.6454470212285108
76,0.6434004179498024
118,0.6224623893038987
111,0.6114120370186971
51,0.609684936510779
43,0.6071848508768363
120,0.5959417972702571
12,0.5634329928959972
29,0.560730315633185
107,0.5582578619128788
15,0.5580612145937434
91,0.5509906117871872
113,0.5497630166233134
121,0.5127131704607554
108,0.5049480108230324
21,0.49228926062277567
22,0.4866914602494167
1,0.48582735523311904
23,0.48345457164599737
103,0.48023783262460407
70,0.4776117342866234
2,0.471613789584736
44,0.4507352375989745
46,0.44999505614607793
31,0.4382357857170103
114,0.4251213228348677
39,0.4093933704374849
98,0.39905105429140697
52,0.3919796992430381
7,0.3867836289244727
3,0.37680902431771746
64,0.3736475081558682
97,0.37273737518864314
71,0.3600805005933708
100,0.35637242511003
27,0.34847148034172304
5,0.3479763047559249
110,0.3428267433850524
122,0.3356796664335423
17,0.3318081858900932
42,0.3040110285941251
83,0.28839664784663743
73,0.2810592386635292
86,0.24859266963449866
127,0.24660857611450832
13,0.22731249766158715
90,0.19529878154187094
102,0.1894559795449761
4,0.18405275296346588
28,0.16723182334704825
85,0.15875287456026838
105,0.1559221432912934
99,0.12240215263575835
94,0.11720771951579453
58,0.09997648942243777
10,0.05138347093936032
82,0.051078568449202555
77,0.04436997209780695
26,0.020960166643135023
106,0.010375452274988133
116,0.0028938601756706163
