,0
0,0.8593740718482777
1,0.4014358000718279
2,0.523430418062293
3,0.3577818532159689
4,0.1908797784115889
5,0.2261449060339432
6,0.7723349084590748
7,0.39743672017667664
8,0.815362427397988
9,0.9952073411695679
10,0.07132785065000245
11,0.98507188787492
12,0.3841506167226215
13,0.26403036910579286
14,0.997657264527617
15,0.5983136251657197
16,0.9814481425737501
17,0.3319648729408575
18,0.5195273353659577
19,0.7291856790268618
20,0.5922750696936105
21,0.3999611072129666
22,0.7671866932287723
23,0.5520909942086378
24,0.9343675874734845
25,0.6916135716937426
26,0.039477591121915144
27,0.4149748067596222
28,0.12005907441437608
29,0.7129545522241798
30,0.7466334179638537
31,0.5589612766503258
32,0.5175731963609276
33,0.75924812540849
34,0.9277171669291969
35,0.5523899670127367
36,0.758314560751634
37,0.7740782864866299
38,0.5464898177542964
39,0.5583293766537086
40,0.6302076366719773
41,0.6324335118948923
42,0.449762147008254
43,0.5598554687666601
44,0.2797607247987513
45,0.7713514966654935
46,0.36749542270299984
47,0.9551069344593303
48,0.5769117276229371
49,0.9377488336020788
50,0.9783604272921104
51,0.48600911200011576
52,0.37513899054801725
53,0.6877729551268978
54,0.8030095338096404
55,0.9750350623781409
56,0.9709673016922653
57,0.925150533395078
58,0.1355892693237622
59,0.6225377027429497
60,0.7033418185454623
61,0.9395019696492489
62,0.7485484880323703
63,0.7882319360425114
64,0.9226044671842007
65,0.6719709936595695
66,0.5783881044432165
67,0.9501688035314293
68,0.9382917883043385
69,0.7947672132733592
70,0.6762428986689075
71,0.6273099282555892
72,0.6878544646279574
73,0.6679559278026115
74,0.6819350602989613
75,0.8829594252675442
76,0.8409097134857207
77,0.5073641175634602
78,0.45887934181146284
79,0.6822453522203922
80,0.6622922731296621
81,0.9826733304116413
82,0.6897467775295747
83,0.8531237501112537
84,0.5502621605870208
85,0.5070399951656585
86,0.643050093215298
87,0.6040344736727881
88,0.5699337062843914
89,0.6978311615736057
90,0.747884485094449
91,0.737911025983518
92,0.7336188205930667
93,0.8136534123506669
94,0.9991461477130756
95,0.8074654464787253
96,0.6722981616450204
97,0.9786009612594434
98,0.8940345859947159
99,0.9598861901027705
100,0.8093066319077322
101,0.887185926786479
102,0.8231638856799226
