,0
94,0.9991461477130756
14,0.997657264527617
9,0.9952073411695679
11,0.98507188787492
81,0.9826733304116413
16,0.9814481425737501
97,0.9786009612594434
50,0.9783604272921104
55,0.9750350623781409
56,0.9709673016922653
99,0.9598861901027705
47,0.9551069344593303
67,0.9501688035314293
61,0.9395019696492489
68,0.9382917883043385
49,0.9377488336020788
24,0.9343675874734845
34,0.9277171669291969
57,0.925150533395078
64,0.9226044671842007
98,0.8940345859947159
101,0.887185926786479
75,0.8829594252675442
0,0.8593740718482777
83,0.8531237501112537
76,0.8409097134857207
102,0.8231638856799226
8,0.815362427397988
93,0.8136534123506669
100,0.8093066319077322
95,0.8074654464787253
54,0.8030095338096404
69,0.7947672132733592
63,0.7882319360425114
37,0.7740782864866299
6,0.7723349084590748
45,0.7713514966654935
22,0.7671866932287723
33,0.75924812540849
36,0.758314560751634
62,0.7485484880323703
90,0.747884485094449
30,0.7466334179638537
91,0.737911025983518
92,0.7336188205930667
19,0.7291856790268618
29,0.7129545522241798
60,0.7033418185454623
89,0.6978311615736057
25,0.6916135716937426
82,0.6897467775295747
72,0.6878544646279574
53,0.6877729551268978
79,0.6822453522203922
74,0.6819350602989613
70,0.6762428986689075
96,0.6722981616450204
65,0.6719709936595695
73,0.6679559278026115
80,0.6622922731296621
86,0.643050093215298
41,0.6324335118948923
40,0.6302076366719773
71,0.6273099282555892
59,0.6225377027429497
87,0.6040344736727881
15,0.5983136251657197
20,0.5922750696936105
66,0.5783881044432165
48,0.5769117276229371
88,0.5699337062843914
43,0.5598554687666601
31,0.5589612766503258
39,0.5583293766537086
35,0.5523899670127367
23,0.5520909942086378
84,0.5502621605870208
38,0.5464898177542964
2,0.523430418062293
18,0.5195273353659577
32,0.5175731963609276
77,0.5073641175634602
85,0.5070399951656585
51,0.48600911200011576
78,0.45887934181146284
42,0.449762147008254
27,0.4149748067596222
1,0.4014358000718279
21,0.3999611072129666
7,0.39743672017667664
12,0.3841506167226215
52,0.37513899054801725
46,0.36749542270299984
3,0.3577818532159689
17,0.3319648729408575
44,0.2797607247987513
13,0.26403036910579286
5,0.2261449060339432
4,0.1908797784115889
58,0.1355892693237622
28,0.12005907441437608
10,0.07132785065000245
26,0.039477591121915144
